product_id,product_name,category,subcategory,price,return_window_days,weight_lbs,fragile,restockable
PROD00357,Deluxe Fictio,Books,Fiction,41.66,90,14.82,False,True
PROD00358,Modern Jean,Clothing,Jeans,48.36,14,12.83,False,False
PROD00359,Ultra Water Sport,Sports,Water Sports,384.37,30,5.37,False,False
PROD00360,Advanced Beddin,Home & Garden,Bedding,718.19,30,19.19,False,False
PROD00361,Classic Pixel Plus,Electronics,Smartphones,1525.7,14,8.02,True,False
PROD00362,Essential Pixel Max,Electronics,Smartphones,1445.98,30,8.0,False,False
PROD00363,Pro Tool,Home & Garden,Tools,269.21,30,8.91,False,True
PROD00364,Ultra Accessorie,Clothing,Accessories,206.91,45,0.62,False,True
PROD00365,Classic Womens Dresse,Clothing,Womens Dresses,143.3,30,2.99,False,False
PROD00366,Advanced Mens Shirt,Clothing,Mens Shirts,254.62,60,11.17,False,True
PROD00367,Essential Non-fictio,Books,Non-fiction,66.45,60,14.96,False,True
PROD00368,Essential Beddin,Home & Garden,Bedding,305.63,30,6.47,False,False
PROD00369,Ultra Gamin,Electronics,Gaming,677.24,14,15.93,True,False
PROD00370,Advanced Cyclin,Sports,Cycling,279.3,14,16.16,False,True
PROD00371,Classic Garde,Home & Garden,Garden,380.25,90,16.75,False,False
PROD00372,Advanced Water Sport,Sports,Water Sports,305.75,14,19.07,False,True
PROD00373,Advanced Camera,Electronics,Cameras,1140.04,14,17.93,False,False
PROD00374,Deluxe Gamin,Electronics,Gaming,177.55,30,11.44,True,False
PROD00375,Classic Shoe,Clothing,Shoes,205.3,45,10.81,False,False
PROD00376,Essential Kitche,Home & Garden,Kitchen,128.22,90,19.61,False,False
PROD00377,Premium Camera,Electronics,Cameras,1438.62,30,11.79,True,False
PROD00378,Ultra Water Sport,Sports,Water Sports,372.96,30,19.6,False,True
PROD00379,Advanced Mens Shirt,Clothing,Mens Shirts,224.03,45,1.87,False,False
PROD00380,Essential Cyclin,Sports,Cycling,407.33,60,13.96,False,True
PROD00381,Pro Kitche,Home & Garden,Kitchen,259.29,30,14.17,False,False
PROD00382,Ultra Fictio,Books,Fiction,33.45,30,4.61,False,True
PROD00383,Advanced Tablet,Electronics,Tablets,1516.04,30,0.51,True,False
PROD00384,Ultra Furnitur,Home & Garden,Furniture,16.36,90,0.35,False,False
PROD00385,Premium Educationa,Books,Educational,82.0,90,11.31,False,True
PROD00386,Classic Inspiron Air,Electronics,Laptops,1093.67,30,2.03,True,True
PROD00387,Ultra Technica,Books,Technical,55.66,60,0.7,False,True
PROD00388,Pro Camera,Electronics,Cameras,1624.05,30,18.71,True,True
PROD00389,Ultra Winter Sport,Sports,Winter Sports,452.61,60,3.94,False,True
PROD00390,Advanced Team Sport,Sports,Team Sports,466.09,90,16.65,False,False
PROD00391,Pro Gamin,Electronics,Gaming,709.77,30,2.91,False,False
PROD00392,Deluxe Fictio,Books,Fiction,15.28,60,16.24,False,True
PROD00393,Pro Fitnes,Sports,Fitness,340.17,45,18.25,False,False
PROD00394,Classic Cyclin,Sports,Cycling,159.22,30,9.01,False,True
PROD00395,Essential Garde,Home & Garden,Garden,332.33,60,1.74,False,True
PROD00396,Deluxe Fictio,Books,Fiction,60.51,90,7.84,False,True
PROD00397,Premium Educationa,Books,Educational,57.48,14,3.84,False,True
PROD00398,Ultra Tablet,Electronics,Tablets,1299.82,14,10.73,True,False
PROD00399,Premium Jean,Clothing,Jeans,250.65,60,14.8,False,True
PROD00400,Premium Team Sport,Sports,Team Sports,457.56,14,9.2,False,True
PROD00401,Deluxe Activewea,Clothing,Activewear,40.43,30,9.96,False,True
PROD00402,Classic Headphone,Electronics,Headphones,1805.63,14,18.49,True,False
PROD00403,Essential Kitche,Home & Garden,Kitchen,663.86,45,18.36,False,False
PROD00404,Ultra ThinkPad Book,Electronics,Laptops,1769.79,30,13.64,False,False
PROD00405,Premium Deco,Home & Garden,Decor,341.47,60,7.6,False,True
PROD00406,Premium Educationa,Books,Educational,66.39,60,0.93,False,True
PROD00407,Classic Non-fictio,Books,Non-fiction,16.35,14,2.39,False,True
PROD00408,Ultra Fictio,Books,Fiction,58.32,30,18.88,False,True
PROD00409,Essential Garde,Home & Garden,Garden,238.57,45,5.77,False,False
PROD00410,Essential iPhone Pro,Electronics,Smartphones,1131.76,30,4.1,True,False
PROD00411,Classic Galaxy ,Electronics,Smartphones,409.73,14,4.91,False,True
PROD00412,Premium Comic,Books,Comics,69.66,90,15.36,False,True
PROD00413,Deluxe Womens Dresse,Clothing,Womens Dresses,32.25,14,18.98,False,False
PROD00414,Deluxe Kitche,Home & Garden,Kitchen,377.7,14,7.89,False,True
PROD00415,Pro Tool,Home & Garden,Tools,191.81,30,6.78,False,False
PROD00416,Pro Headphone,Electronics,Headphones,1694.67,30,11.18,True,True
PROD00417,Pro Gamin,Electronics,Gaming,849.35,14,12.41,True,False
PROD00418,Pro ThinkPad Pro,Electronics,Laptops,793.37,14,16.29,True,False
PROD00419,Pro Camera,Electronics,Cameras,88.6,30,18.75,False,False
PROD00420,Classic Technica,Books,Technical,71.46,90,5.08,False,True
PROD00421,Ultra Childre,Books,Children,50.88,45,4.55,False,True
PROD00422,Ultra Garde,Home & Garden,Garden,770.99,60,19.98,False,True
PROD00423,Premium Garde,Home & Garden,Garden,353.91,45,2.97,False,False
PROD00424,Classic Technica,Books,Technical,98.87,30,16.82,False,True
PROD00425,Essential Kitche,Home & Garden,Kitchen,345.6,60,9.27,False,False
PROD00426,Advanced Childre,Books,Children,42.72,45,13.34,False,True
PROD00427,Classic Activewea,Clothing,Activewear,88.88,30,11.41,False,False
PROD00428,Essential Comic,Books,Comics,43.73,45,4.35,False,True
PROD00429,Pro Shoe,Clothing,Shoes,171.99,60,6.08,False,False
PROD00430,Classic Surface Air,Electronics,Laptops,1336.32,30,3.69,False,False
PROD00431,Ultra Shoe,Clothing,Shoes,96.53,90,15.41,False,False
PROD00432,Ultra Outdoo,Sports,Outdoor,220.36,60,4.99,False,True
PROD00433,Premium Educationa,Books,Educational,70.86,14,1.81,False,True
PROD00434,Deluxe Galaxy Plus,Electronics,Smartphones,1866.55,30,4.14,True,False
PROD00435,Deluxe Furnitur,Home & Garden,Furniture,504.24,45,11.71,False,False
PROD00436,Ultra Educationa,Books,Educational,36.08,14,16.07,False,True
PROD00437,Ultra Womens Dresse,Clothing,Womens Dresses,136.25,90,18.21,False,False
PROD00438,Advanced Accessorie,Clothing,Accessories,215.96,45,13.83,False,True
PROD00439,Ultra Gamin,Electronics,Gaming,1822.91,14,15.14,True,False
PROD00440,Ultra Childre,Books,Children,79.04,90,13.79,False,True
PROD00441,Ultra Deco,Home & Garden,Decor,366.16,14,19.41,False,False
PROD00442,Deluxe Furnitur,Home & Garden,Furniture,69.08,30,12.52,False,False
PROD00443,Classic Mens Shirt,Clothing,Mens Shirts,289.24,45,5.92,False,True
PROD00444,Advanced Tool,Home & Garden,Tools,27.53,90,8.41,False,True
PROD00445,Classic Beddin,Home & Garden,Bedding,418.04,90,18.1,False,True
PROD00446,Ultra Educationa,Books,Educational,14.68,30,14.04,False,True
PROD00447,Essential Deco,Home & Garden,Decor,279.95,45,15.02,False,False
PROD00448,Premium Tablet,Electronics,Tablets,304.77,14,14.72,True,False
PROD00449,Essential Shoe,Clothing,Shoes,128.75,45,13.97,False,False
PROD00450,Essential Tool,Home & Garden,Tools,334.65,45,2.73,False,False
PROD00451,Classic Tool,Home & Garden,Tools,398.73,45,1.76,False,False
PROD00452,Deluxe Gamin,Electronics,Gaming,1729.88,14,0.56,True,False
PROD00453,Ultra Mens Shirt,Clothing,Mens Shirts,124.55,30,11.48,False,True
PROD00454,Premium Galaxy Plus,Electronics,Smartphones,1746.81,14,3.21,False,True
PROD00455,Premium Fitnes,Sports,Fitness,359.47,30,18.37,False,True
PROD00456,Pro Mens Shirt,Clothing,Mens Shirts,21.08,30,4.28,False,True
PROD00457,Classic Educationa,Books,Educational,52.84,30,14.19,False,True
PROD00458,Ultra Comic,Books,Comics,52.23,90,17.31,False,True
PROD00459,Ultra Headphone,Electronics,Headphones,1039.79,14,3.6,True,True
PROD00460,Classic Winter Sport,Sports,Winter Sports,357.48,14,3.85,False,False
PROD00461,Essential Womens Dresse,Clothing,Womens Dresses,197.88,90,6.0,False,False
PROD00462,Modern Cyclin,Sports,Cycling,128.67,45,16.51,False,True
PROD00463,Modern Fitnes,Sports,Fitness,158.69,30,1.39,False,True
PROD00464,Premium Educationa,Books,Educational,65.79,60,1.69,False,True
PROD00465,Pro Fictio,Books,Fiction,38.66,45,13.99,False,True
PROD00466,Pro Cyclin,Sports,Cycling,295.37,45,9.07,False,False
PROD00467,Modern Deco,Home & Garden,Decor,614.28,45,10.96,False,True
PROD00468,Ultra Accessorie,Clothing,Accessories,31.96,45,8.25,False,False
PROD00469,Advanced Deco,Home & Garden,Decor,696.92,60,9.1,False,True
PROD00470,Premium Childre,Books,Children,88.6,45,7.69,False,True
PROD00471,Deluxe Shoe,Clothing,Shoes,23.91,30,3.11,False,True
PROD00472,Premium Mens Shirt,Clothing,Mens Shirts,129.56,30,5.49,False,True
PROD00473,Essential Headphone,Electronics,Headphones,358.72,30,4.63,False,False
PROD00474,Advanced Non-fictio,Books,Non-fiction,97.22,14,7.13,False,True
PROD00475,Deluxe OnePlus Plus,Electronics,Smartphones,325.88,30,16.09,False,True
PROD00476,Ultra Garde,Home & Garden,Garden,280.79,45,13.71,False,False
PROD00477,Ultra Fitnes,Sports,Fitness,276.58,45,14.52,False,True
PROD00478,Advanced Tool,Home & Garden,Tools,64.55,60,7.46,False,True
PROD00479,Classic Jean,Clothing,Jeans,274.84,45,12.71,False,False
PROD00480,Deluxe Tool,Home & Garden,Tools,468.12,45,14.0,False,True
PROD00481,Classic Garde,Home & Garden,Garden,570.86,90,4.82,False,True
PROD00482,Advanced Comic,Books,Comics,90.15,45,10.27,False,True
PROD00483,Ultra Headphone,Electronics,Headphones,1266.03,14,10.63,False,True
PROD00484,Classic Childre,Books,Children,81.22,45,14.27,False,True
PROD00485,Advanced Furnitur,Home & Garden,Furniture,208.57,14,6.61,False,False
PROD00486,Modern Outdoo,Sports,Outdoor,479.42,60,19.71,False,True
PROD00487,Pro Accessorie,Clothing,Accessories,102.77,14,14.74,False,True
PROD00488,Modern Winter Sport,Sports,Winter Sports,142.91,60,8.52,False,True
PROD00489,Classic Beddin,Home & Garden,Bedding,128.09,14,0.67,False,False
PROD00490,Advanced Tablet,Electronics,Tablets,1562.8,14,8.99,False,False
PROD00491,Deluxe Water Sport,Sports,Water Sports,76.18,45,9.17,False,True
PROD00492,Modern Water Sport,Sports,Water Sports,102.38,30,6.52,False,True
PROD00493,Deluxe OnePlus Plus,Electronics,Smartphones,326.42,30,11.05,False,False
PROD00494,Premium Jean,Clothing,Jeans,200.21,45,11.36,False,True
PROD00495,Ultra Fitnes,Sports,Fitness,260.92,14,2.88,False,True
PROD00496,Classic Outdoo,Sports,Outdoor,68.63,45,19.45,False,False
PROD00497,Deluxe Headphone,Electronics,Headphones,1514.16,30,8.07,True,False
PROD00498,Pro Accessorie,Clothing,Accessories,248.02,60,3.27,False,False
PROD00499,Premium Womens Dresse,Clothing,Womens Dresses,200.53,90,0.58,False,True
PROD00500,Premium Fictio,Books,Fiction,29.71,30,19.0,False,True
